IP,connection,Status,AS_num,AS_name,host
84.116.135.226,1,Intermediate,6830.0,"LGI-UPC formerly known as UPC Broadband Holding B.V., AT",cz-prg01a-ri1-ae-1-0.aorta.net
91.210.16.213,1,Intermediate,,,xe0-3-0.r1.prg.lroot.dns.icann.org
62.219.189.6,3,Intermediate,8551.0,"BEZEQ-INTERNATIONAL-AS Bezeqint Internet Backbone, IL",bzq-219-189-6.dsl.bezeqint.net
212.113.15.77,2,Intermediate,3356.0,"LEVEL3, US",ae55.edge3.London1.Level3.net
4.69.148.222,1,Intermediate,3356.0,"LEVEL3, US",ae-2-3214.edge5.London1.Level3.net
129.250.9.125,2,Intermediate,2914.0,"NTT-COMMUNICATIONS-2914, US",ae-3.a00.londen12.uk.bb.gin.ntt.net
129.250.2.137,1,Intermediate,2914.0,"NTT-COMMUNICATIONS-2914, US",ae-16.r04.londen12.uk.bb.gin.ntt.net
129.250.4.125,1,Intermediate,2914.0,"NTT-COMMUNICATIONS-2914, US",ae-4.r24.londen12.uk.bb.gin.ntt.net
129.250.6.147,1,Intermediate,2914.0,"NTT-COMMUNICATIONS-2914, US",ae-7.r20.nwrknj03.us.bb.gin.ntt.net
129.250.6.17,1,Intermediate,2914.0,"NTT-COMMUNICATIONS-2914, US",ae-0.r21.nwrknj03.us.bb.gin.ntt.net
129.250.2.166,2,Intermediate,2914.0,"NTT-COMMUNICATIONS-2914, US",ae-1.r20.chcgil09.us.bb.gin.ntt.net
129.250.6.61,2,Intermediate,2914.0,"NTT-COMMUNICATIONS-2914, US",ae-6.r07.chcgil09.us.bb.gin.ntt.net
204.42.254.42,2,Intermediate,2914.0,"NTT-COMMUNICATIONS-2914, US",NA
2001:4cd0:31:d405::1,1,Intermediate,8551.0,"BEZEQ-INTERNATIONAL-AS Bezeqint Internet Backbone, IL",NA
2001:2000:3019:6b::1,5,Intermediate,1299.0,"TELIANET Telia Carrier, SE",NA
2001:2000:3080:f2c::2,1,Intermediate,1299.0,"TELIANET Telia Carrier, SE",level3-ic-319606-ffm-b1.c.telia.net
2001:1900:2::3:116,1,Intermediate,3356.0,"LEVEL3, US",lo-0-v6.bear1.Manchesteruk2.Level3.net
2001:1900:5:2:2::51ca,1,Intermediate,3356.0,"LEVEL3, US",AQ-LIMITED.bear1.Manchesteruk2.Level3.net
2a00:1a80:ff:fffe::7,1,Intermediate,33920.0,"AQL, GB",NA
2a00:1a80:0:2::2,1,Intermediate,33920.0,"AQL, GB",NA
2a00:1a80:1:c::4,1,Intermediate,33920.0,"AQL, GB",NA
62.219.189.78,2,Intermediate,8551.0,"BEZEQ-INTERNATIONAL-AS Bezeqint Internet Backbone, IL",bzq-219-189-78.cablep.bezeqint.net
80.249.208.68,1,Intermediate,,,gw.amsix.eqix3rtr.ripe.net
62.219.189.73,3,Intermediate,8551.0,"BEZEQ-INTERNATIONAL-AS Bezeqint Internet Backbone, IL",bzq-219-189-73.dsl.bezeqint.net
193.201.28.14,1,Intermediate,,,convergenze-nap.namex.it
94.101.60.149,1,Intermediate,39120.0,"CONVERGENZE-AS ISP services in Italy, IT",host149-60-101-94.convergenze.it
193.201.40.210,1,Intermediate,24796.0,"NAMEX-IXP Nautilus Mediterranean Exchange Point, IT",it-rom-as24796.anchors.atlas.ripe.net
213.212.129.68,16,sender,12779.0,"ITGATE, IT",it-trn-as12779.anchors.atlas.ripe.net
213.212.129.66,16,Intermediate,12779.0,"ITGATE, IT",NA
213.254.0.3,1,Intermediate,12779.0,"ITGATE, IT",be1.scooby-monster.core.TRN.itgate.net
46.33.86.65,1,Intermediate,3257.0,"GTT-BACKBONE GTT, DE",xe-5-2-2.cr0-trn3.ip4.gtt.net
89.149.183.121,1,Intermediate,3257.0,"GTT-BACKBONE GTT, DE",et-5-3-0.cr1-mil2.ip4.gtt.net
46.33.88.102,1,Intermediate,3257.0,"GTT-BACKBONE GTT, DE",as6453.mil21.ip4.gtt.net
5.23.30.21,1,Intermediate,6453.0,"AS6453, US",if-ae-45-2.tcore1.fnm-frankfurt.as6453.net
195.219.194.149,1,Intermediate,6453.0,"AS6453, US",if-ae-6-2.tcore1.av2-amsterdam.as6453.net
80.231.50.13,1,Intermediate,6453.0,"AS6453, US",NA
185.120.162.6,0,dest,8868.0,"IRCDN, IR",NA
80.81.192.228,1,Intermediate,,,gi-0-1-0.emix.net.ae
195.229.1.142,1,Intermediate,8966.0,"ETISALAT-AS P.O. Box 1150, Dubai, U, AE",NA
195.229.31.4,1,Intermediate,8966.0,"ETISALAT-AS P.O. Box 1150, Dubai, U, AE",csk004.emirates.net.ae
195.229.27.46,1,Intermediate,8966.0,"ETISALAT-AS P.O. Box 1150, Dubai, U, AE",NA
79.98.121.73,0,dest,47201.0,"AEDA, AE",ns-lb0.ns.almaf.abudhabi.aeda.net.ae
2001:1418:10:a::44,13,sender,12779.0,"ITGATE, IT",it-trn-as12779.anchors.atlas.ripe.net
2001:1418:10:a::1,13,Intermediate,12779.0,"ITGATE, IT",NA
2001:1418:1:b00::12,3,Intermediate,12779.0,"ITGATE, IT",be3.Henninger.core.FRA.ipv6.ITgate.net
2001:500:83::1,1,Intermediate,42.0,"WOODYNET-1, US",j.ca-servers.ca
2001:1418:1:101::5,3,Intermediate,12779.0,"ITGATE, IT",be1.scrappy-monster.core.TRN.ipv6.ITgate.net
2001:1418:1:1f00::12,2,Intermediate,12779.0,"ITGATE, IT",if-0-0-0-0.Amstel.core.AMS.ipv6.ITgate.net
2001:7f8:1::a500:2119:1,1,Intermediate,,,ti9000b400.ti.telenor.net
2001:4600:0:100::29,1,Intermediate,2119.0,"TELENOR-NEXTEL Telenor Norge AS, NO",ti3003c400-lo0-0.ti.telenor.net
2001:4600::1,1,Intermediate,2119.0,"TELENOR-NEXTEL Telenor Norge AS, NO",ti6000b400-lo0-0.ti.telenor.net
2001:4600:10::7a,1,Intermediate,2119.0,"TELENOR-NEXTEL Telenor Norge AS, NO",cybercity-3.ti.telenor.net
2001:1580:0:180b::1,1,Intermediate,9158.0,"TELENOR_DANMARK_AS, DK",NA
2001:1580:0:180b::2,1,Intermediate,9158.0,"TELENOR_DANMARK_AS, DK",NA
2001:1580:0:180d::122,1,Intermediate,9158.0,"TELENOR_DANMARK_AS, DK",a.nic.dk
2001:500:14:6046:ad::1,1,Intermediate,42.0,"WOODYNET-1, US",hk-ns.pch.net
2001:7f8:1::a500:2603:1,2,Intermediate,,,NA
2001:948:1:12::1e,1,Intermediate,2603.0,"NORDUNET, NO",de-hmb.nordu.net
2001:948:1:12::20,1,Intermediate,2603.0,"NORDUNET, NO",dk-ore.nordu.net
2001:948:1:28::3,1,Intermediate,2603.0,"NORDUNET, NO",se-sthb.nordu.net
2001:948:1:12::a,1,Intermediate,2603.0,"NORDUNET, NO",se-tug.nordu.net
2001:948:3:a::3,1,Intermediate,2603.0,"NORDUNET, NO",helsinki3.ip.funet.fi
2001:708:0:bad:c0de:ffff:ffff:f8,1,Intermediate,1741.0,"FUNETAS, FI",helsinki2-et-1-1-0-1.ip.funet.fi
2001:708:0:bad:c0de:ffff:ffff:fa,1,Intermediate,1741.0,"FUNETAS, FI",espoo1-et-0-1-0-1.ip.funet.fi
2001:708:10:53::53,1,Intermediate,1741.0,"FUNETAS, FI",tld.ficora.fi
2001:4cd0:11:501::1,1,Intermediate,8551.0,"BEZEQ-INTERNATIONAL-AS Bezeqint Internet Backbone, IL",NA
2001:4cd0:31:e405::1,2,Intermediate,8551.0,"BEZEQ-INTERNATIONAL-AS Bezeqint Internet Backbone, IL",NA
2001:2000:3018:4a::1,2,Intermediate,1299.0,"TELIANET Telia Carrier, SE",ffm-b12-v6.telia.net
2001:2000:3080:14f1::2,1,Intermediate,1299.0,"TELIANET Telia Carrier, SE",geant-ic-326862-ffm-b12.c.telia.net
2001:798:1::a6,1,Intermediate,21320.0,"GEANT_IAS_VRF, GB",restena-ias-restena-gw.mx1.fra.de.geant.net
2001:a18:0:505::3,1,Intermediate,2602.0,"RESTENA Reseau Teleinformatique de l_Education Nationale, LU",gate-1-v705.luco.restena.lu
2001:a18:0:ff1c::2,1,Intermediate,2602.0,"RESTENA Reseau Teleinformatique de l_Education Nationale, LU",gate-2-v167.belval.restena.lu
2001:a18:0:b05::3,1,Intermediate,2602.0,"RESTENA Reseau Teleinformatique de l_Education Nationale, LU",gate-3-v40.belval.restena.lu
2001:a18:0:409::2,1,Intermediate,2602.0,"RESTENA Reseau Teleinformatique de l_Education Nationale, LU",NA
195.219.100.129,1,Intermediate,6453.0,"AS6453, US",ix-ae-14-0.thar1.lrt-london.as6453.net
80.231.20.107,1,Intermediate,6453.0,"AS6453, US",if-ae-32-3.tcore2.nto-new-york.as6453.net
66.110.96.5,1,Intermediate,6453.0,"AS6453, US",if-ae-12-2.tcore1.n75-new-york.as6453.net
66.110.96.146,1,Intermediate,6453.0,"AS6453, US",NA
68.86.83.89,1,Intermediate,7922.0,"COMCAST-7922, US",be-10390-cr02.newyork.ny.ibone.comcast.net
68.86.85.202,1,Intermediate,7922.0,"COMCAST-7922, US",be-10305-cr02.350ecermak.il.ibone.comcast.net
68.86.85.170,1,Intermediate,7922.0,"COMCAST-7922, US",be-10521-cr02.1601milehigh.co.ibone.comcast.net
68.86.90.74,1,Intermediate,7922.0,"COMCAST-7922, US",ae0-0-ar03-d.cmc.co.ndcwest.comcast.net
162.151.85.70,1,Intermediate,7922.0,"COMCAST-7922, US",ae-2-0-ar03-d.potomac.co.ndcwest.comcast.net
162.151.57.122,1,Intermediate,7922.0,"COMCAST-7922, US",be-100-ur05-d.potomac.co.ndcwest.comcast.net
76.26.120.98,1,Intermediate,7922.0,"COMCAST-7922, US",ipeatlas-po-a1p.sys.comcast.net
212.179.124.153,1,Intermediate,8551.0,"BEZEQ-INTERNATIONAL-AS Bezeqint Internet Backbone, IL",bzq-179-124-153.cust.bezeqint.net
80.81.193.138,1,Intermediate,,,decix.sdv.fr
213.225.160.239,1,Intermediate,8839.0,"SDV-AS SdV Plurimedia, FR",fr-sxb-as8839.anchors.atlas.ripe.net
212.179.124.249,1,Intermediate,8551.0,"BEZEQ-INTERNATIONAL-AS Bezeqint Internet Backbone, IL",bzq-179-124-249.cust.bezeqint.net
212.179.161.217,3,Intermediate,8551.0,"BEZEQ-INTERNATIONAL-AS Bezeqint Internet Backbone, IL",bzq-161-217.pop.bezeqint.net
80.81.195.181,1,Intermediate,,,de-cix.as33922.net
84.32.142.178,1,Intermediate,33922.0,"NTT-LT-AS, LT",NA
62.80.224.100,1,Intermediate,25406.0,"SPLIUS-AS, LT",sl-100.splius.lt
62.80.227.146,1,Intermediate,25406.0,"SPLIUS-AS, LT",hst-227-146.splius.lt
2003:ca:2f14:7600:220:4aff:fee0:21ff,2,sender,3320.0,"DTAG Internet service provider operations, DE",p200300CA2F14760002204AFFFEE021FF.dip0.t-ipconnect.de
2003:ca:2f14:7600:464e:6dff:fead:59e2,2,Intermediate,3320.0,"DTAG Internet service provider operations, DE",p200300CA2F147600464E6DFFFEAD59E2.dip0.t-ipconnect.de
2003:0:8200:a000::1,2,Intermediate,3320.0,"DTAG Internet service provider operations, DE",NA
2001:470:0:45d::2,2,Intermediate,6939.0,"HURRICANE, US",dtag-as3320.100gigabitethernet11-2.core1.fra2.he.net
2001:470:0:45d::1,2,Intermediate,6939.0,"HURRICANE, US",100gigabitethernet10-1.core1.fra2.he.net
2001:1600:4:9:f816:3eff:feee:cdc,1,Intermediate,29222.0,"INFOMANIAK-AS, CH",od-f4f6de.infomaniak.ch
2001:7f8:c5::a500:6939:1,3,Intermediate,,,he.minap.it
2001:470:0:3fe::1,3,Intermediate,6939.0,"HURRICANE, US",100ge5-2.core1.zrh2.he.net
2001:470:0:3fd::2,3,Intermediate,6939.0,"HURRICANE, US",100ge15-1.core1.fra1.he.net
2001:470:0:3a7::2,1,Intermediate,6939.0,"HURRICANE, US",100ge4-1.core1.lux1.he.net
2001:678:4::e,1,Intermediate,42909.0,"COMMUNITYDNS, GB",e.fi
80.81.196.21,1,Intermediate,,,080-081-196-021.pas-37028.de-cix.fra.de.as20473.choopa.com
202.12.31.53,1,Intermediate,18366.0,"APNIC-ANYCAST-AP ANYCAST AS, AU",ns4.apnic.net
217.29.66.125,2,Intermediate,,,he.mix-it.net
184.105.80.14,1,Intermediate,6939.0,"HURRICANE, US",100ge14-1.core1.mrs1.he.net
184.105.222.21,1,Intermediate,6939.0,"HURRICANE, US",100ge4-2.core1.par2.he.net
184.105.81.77,1,Intermediate,6939.0,"HURRICANE, US",100ge14-1.core1.nyc4.he.net
184.105.81.218,1,Intermediate,6939.0,"HURRICANE, US",100ge8-1.core1.sjc2.he.net
72.52.92.117,1,Intermediate,6939.0,"HURRICANE, US",10ge4-4.core1.sjc1.he.net
216.218.196.186,1,Intermediate,6939.0,"HURRICANE, US",he-gw.kolo.net
74.123.224.40,1,Intermediate,18865.0,"AS-INTUIX, US",ua-in1.na.kolo.net
80.81.192.176,1,Intermediate,,,rt.dns-de2.denic.de
185.151.141.1,1,Intermediate,31529.0,"DENIC-ANYCAST-AS DNS anycast AS object for .DE DNS service, DE",x.dns.eu
2003:c7:ef47:900:f6f2:6dff:fe5d:bf20,1,sender,3320.0,"DTAG Internet service provider operations, DE",p200300C7EF470900F6F26DFFFE5DBF20.dip0.t-ipconnect.de
2003:c7:ef47:900::1,1,Intermediate,3320.0,"DTAG Internet service provider operations, DE",p200300C7EF4709000000000000000001.dip0.t-ipconnect.de
2003:0:8301:3000::1,1,Intermediate,3320.0,"DTAG Internet service provider operations, DE",NA
2001:2000:3080:104f::2,1,Intermediate,1299.0,"TELIANET Telia Carrier, SE",dtag-ic-319284-ffm-b4.c.telia.net
2001:2000:3080:104f::1,1,Intermediate,1299.0,"TELIANET Telia Carrier, SE",ffm-b4-link.telia.net
2001:2000:3019:bb::1,1,Intermediate,1299.0,"TELIANET Telia Carrier, SE",prag-bb1-v6.telia.net
2001:2000:3018:26::1,1,Intermediate,1299.0,"TELIANET Telia Carrier, SE",win-b4-v6.telia.net
2001:2000:3080:14f3::2,1,Intermediate,1299.0,"TELIANET Telia Carrier, SE",geant-ic-326864-win-b4.c.telia.net
2001:1470:a:60::b,1,Intermediate,2107.0,"ARNES-NET Academic and Research Network of Slovenia, SI",NA
2001:1470:a:10::b,1,Intermediate,2107.0,"ARNES-NET Academic and Research Network of Slovenia, SI",NA
2001:1470:8000:603::12,1,Intermediate,2107.0,"ARNES-NET Academic and Research Network of Slovenia, SI",NA
82.168.130.200,3,sender,1136.0,"KPN KPN National, NL",static.kpn.net
192.168.2.254,3,Intermediate,,,NA
195.190.228.107,3,Intermediate,,,NA
139.156.98.100,2,Intermediate,,,NA
195.121.0.78,1,Intermediate,8737.0,"PT, NL",nl-asd-dc2-isp-bb21.kpn.net
194.109.5.1,1,Intermediate,3265.0,"XS4ALL-NL Amsterdam, NL",0.et-1-1-0.xr1.sara.xs4all.net
194.109.7.6,1,Intermediate,3265.0,"XS4ALL-NL Amsterdam, NL",140.ae0.junix.ams-ix.net
91.200.16.11,1,Intermediate,1200.0,"AMS-IX1, NL",ve111.fw-eun.ams-ix.net
185.55.136.60,1,Intermediate,1200.0,"AMS-IX1, NL",lb.ams-ix.net
134.222.129.239,1,Intermediate,286.0,"KPN, NL",nl-rt2-pice-ir01.kpn.net
134.222.129.238,1,Intermediate,286.0,"KPN, NL",rt2-rou-1022.NL.eurorings.net
134.222.48.15,1,Intermediate,286.0,"KPN, NL",asd-s8-rou-1041.NL.eurorings.net
94.142.107.40,1,Intermediate,12956.0,"TELEFONICA TELXIUS, ES",NA
5.53.3.19,1,Intermediate,12956.0,"TELEFONICA TELXIUS, ES",NA
176.52.248.88,1,Intermediate,12956.0,"TELEFONICA TELXIUS, ES",NA
213.140.51.61,1,Intermediate,12956.0,"TELEFONICA TELXIUS, ES",NA
62.53.1.35,1,Intermediate,6805.0,"TDDE-ASN1, DE",ae3-0.0001.dbrx.02.dus.de.net.telefonica.de
62.53.0.26,1,Intermediate,6805.0,"TDDE-ASN1, DE",ae1-0.0002.corx.02.dus.de.net.telefonica.de
62.53.0.16,1,Intermediate,6805.0,"TDDE-ASN1, DE",ae12-0.0001.corx.06.ham.de.net.telefonica.de
62.53.14.245,1,Intermediate,6805.0,"TDDE-ASN1, DE",ae0-0.0002.dbrx.02.ham.de.net.telefonica.de
62.53.1.105,1,Intermediate,6805.0,"TDDE-ASN1, DE",te1-3-0.0001.burx.02.ham.de.net.telefonica.de
178.255.128.27,3,sender,29605.0,"BCS 32 rue Delizy, FR",ripe-probe.svc-ext.bcstechno.net
178.255.128.25,2,Intermediate,29605.0,"BCS 32 rue Delizy, FR",vlan-603.core-eqx-gw3.core.bcstechno.net
184.164.250.1,0,dest,,,NA
178.255.128.240,2,Intermediate,29605.0,"BCS 32 rue Delizy, FR",xe-1-1-0-104.core-eqx-gw1.core.bcstechno.net
81.52.179.27,1,Intermediate,,,hundredgige0-0-0-6-109.partr1.-.opentransit.net
193.251.242.160,1,Intermediate,,,et-17-0-0-0.pastr3.-.opentransit.net
81.52.200.212,1,Intermediate,5511.0,"OPENTRANSIT, FR",NA
129.250.66.141,1,Intermediate,2914.0,"NTT-COMMUNICATIONS-2914, US",ae-26.r04.parsfr01.fr.bb.gin.ntt.net
129.250.4.137,1,Intermediate,2914.0,"NTT-COMMUNICATIONS-2914, US",ae-23.r24.amstnl02.nl.bb.gin.ntt.net
129.250.4.69,1,Intermediate,2914.0,"NTT-COMMUNICATIONS-2914, US",ae-3.r25.amstnl02.nl.bb.gin.ntt.net
129.250.6.162,1,Intermediate,2914.0,"NTT-COMMUNICATIONS-2914, US",ae-5.r23.asbnva02.us.bb.gin.ntt.net
129.250.2.87,1,Intermediate,2914.0,"NTT-COMMUNICATIONS-2914, US",ae-1.r20.miamfl02.us.bb.gin.ntt.net
129.250.3.142,1,Intermediate,2914.0,"NTT-COMMUNICATIONS-2914, US",ae-10.r04.miamfl02.us.bb.gin.ntt.net
168.143.228.193,1,Intermediate,2914.0,"NTT-COMMUNICATIONS-2914, US",ae-14-602.r04.miamfl02.us.ce.gin.ntt.net
109.230.214.3,1,Intermediate,199610.0,"MARBIS, DE",NA
80.81.192.7,1,Intermediate,,,rt-decix-2.m-online.net
82.135.16.173,1,Intermediate,8767.0,"MNET-AS Germany, DE",ae1.r2.muc7.m-online.net
62.245.181.100,1,Intermediate,8767.0,"MNET-AS Germany, DE",NA
154.54.38.210,1,Intermediate,174.0,"COGENT-174, US",be2816.ccr42.ham01.atlas.cogentco.com
130.117.3.238,1,Intermediate,174.0,"COGENT-174, US",be2306.rcr21.cph01.atlas.cogentco.com
154.25.2.222,1,Intermediate,174.0,"COGENT-174, US",be3634.nr51.b015758-1.cph01.atlas.cogentco.com
149.6.137.98,1,Intermediate,174.0,"COGENT-174, US",NA
149.6.137.99,1,Intermediate,174.0,"COGENT-174, US",NA
185.38.27.194,1,Intermediate,62113.0,"KRACON-AS, DK",NA
63.146.27.101,1,Intermediate,209.0,"CENTURYLINK-US-LEGACY-QWEST, US",los-brdr-01.inet.qwest.net
214.40.16.82,1,Intermediate,27064.0,"DNIC-ASBLK-27032-27159, US",NA
192.112.36.4,0,dest,5927.0,"DNIC-ASBLK-05800-06055, US",G.ROOT-SERVERS.NET
2a01:190:1764:e2::2,1,Intermediate,1764.0,"NEXTLAYER-AS, AT",NA
2001:550:0:1000::9a36:24fd,1,Intermediate,174.0,"COGENT-174, US",be2960.ccr42.fra03.atlas.cogentco.com
2001:550:0:1000::9a36:2692,1,Intermediate,174.0,"COGENT-174, US",be2377.rcr21.lux01.atlas.cogentco.com
2001:550:0:1000::9a19:7d6,1,Intermediate,174.0,"COGENT-174, US",te0-0-2-0.nr11.b022998-0.lux01.atlas.cogentco.com
2001:978:2:4c::12:2,1,Intermediate,174.0,"COGENT-174, US",NA
2001:67c:9c:3937::254,1,Intermediate,35733.0,"EURID ASN for EURid, BE",NA
2a01:190:1764:e3::2,3,Intermediate,1764.0,"NEXTLAYER-AS, AT",NA
2001:728:0:5000::20d,1,Intermediate,2914.0,"NTT-COMMUNICATIONS-2914, US",ae-6.r00.vienat01.at.bb.gin.ntt.net
2001:728:0:2000::11d,1,Intermediate,2914.0,"NTT-COMMUNICATIONS-2914, US",ae-18.r21.frnkge13.de.bb.gin.ntt.net
2001:728:0:2000::69,1,Intermediate,2914.0,"NTT-COMMUNICATIONS-2914, US",ae-1.r25.frnkge13.de.bb.gin.ntt.net
2001:728:0:2000::102,1,Intermediate,2914.0,"NTT-COMMUNICATIONS-2914, US",ae-3.r20.sngpsi07.sg.bb.gin.ntt.net
2001:218:0:2000::85,1,Intermediate,2914.0,"NTT-COMMUNICATIONS-2914, US",ae-1.r00.sngpsi07.sg.bb.gin.ntt.net
2001:218:0:2000::1a5,1,Intermediate,2914.0,"NTT-COMMUNICATIONS-2914, US",ae-0.a01.sngpsi07.sg.bb.gin.ntt.net
2001:218:4000:5000::286,1,Intermediate,2914.0,"NTT-COMMUNICATIONS-2914, US",xe-0-0-13-3.a01.sngpsi07.sg.ce.gin.ntt.net
2403:cd40:1:9::,1,Intermediate,10075.0,"FGL-AS-BD Fiber@Home Global Limited, BD",NA
2403:cd40:1::,1,Intermediate,10075.0,"FGL-AS-BD Fiber@Home Global Limited, BD",NA
2403:cd40:101:6::1,1,Intermediate,10075.0,"FGL-AS-BD Fiber@Home Global Limited, BD",NA
2403:4000:0:1::e,7,Intermediate,24122.0,"BDCOM-BD-AS-AP BDCOM Online Limited, BD",NA
2403:4000:0:1::d,7,Intermediate,24122.0,"BDCOM-BD-AS-AP BDCOM Online Limited, BD",NA
2403:4000:20:1::5,0,dest,24122.0,"BDCOM-BD-AS-AP BDCOM Online Limited, BD",NA
2001:550:0:1000::9a36:3bbe,1,Intermediate,174.0,"COGENT-174, US",be3464.ccr51.beg03.atlas.cogentco.com
2001:550:0:1000::8275:5d,1,Intermediate,174.0,"COGENT-174, US",be3421.ccr31.sof02.atlas.cogentco.com
2001:550:0:1000::9a36:3949,1,Intermediate,174.0,"COGENT-174, US",be3348.rcr21.ist01.atlas.cogentco.com
2001:978:2:a1::7:2,1,Intermediate,174.0,"COGENT-174, US",NA
2a03:90c0:161:1:253::227,1,Intermediate,199524.0,"GCORE, AT",NA
2a03:90c0:164::49,1,Intermediate,199524.0,"GCORE, AT",tii-anchor.test
2001:470:0:22a::1,1,Intermediate,6939.0,"HURRICANE, US",100ge11-2.core1.sea1.he.net
2001:504:16::3413,1,Intermediate,,,v6-six.metapeer.com
2620:11c:5000:ffff::f2,1,Intermediate,13331.0,"METAPEER-INC, US",NA
2620:11c:5001:ffff::a1,1,Intermediate,13331.0,"METAPEER-INC, US",NA
2620:11c:5001:ffff::a8,1,Intermediate,13331.0,"METAPEER-INC, US",NA
2620:11c:5001:1118::2:1,1,Intermediate,13331.0,"METAPEER-INC, US",NA
213.208.148.109,5,Intermediate,1764.0,"NEXTLAYER-AS, AT",NA
92.60.0.211,3,Intermediate,,,ae13-0-r10.tnz.sbg.nextlayer.net
92.60.2.15,1,Intermediate,,,ae11-0-r60.inx.fra.nextlayer.net
80.81.194.79,1,Intermediate,,,080-081-194-079.pas-3143.de-cix.fra.de.as31027.globalconnect.dk
93.176.94.194,1,Intermediate,31027.0,"GLOBALCONNECT-AS, DK",NA
93.176.81.82,1,Intermediate,31027.0,"GLOBALCONNECT-AS, DK",nianet.r1.dk-hostmaster.dk
193.163.102.206,1,Intermediate,39839.0,"DK-HOSTMASTER The .DK TLD Registry, DK",anchor.dk-hostmaster.dk
80.81.193.42,1,Intermediate,,,GW-FF1.tw1.com
110.93.255.174,1,Intermediate,,,tw255-static174.tw1.com
110.93.252.191,1,Intermediate,,,NA
110.93.252.98,1,Intermediate,,,NA
119.63.134.94,1,Intermediate,38193.0,"TWA-AS-AP Transworld Associates (Pvt.) Ltd., PK",tw134-static94.tw1.com
210.56.8.180,1,Intermediate,7590.0,"COMSATS Commission on Science and Technology for, PK",NA
210.56.11.202,1,Intermediate,7590.0,"COMSATS Commission on Science and Technology for, PK",NA
2a01:190:1764:e1::2,2,Intermediate,1764.0,"NEXTLAYER-AS, AT",NA
2001:2000:3080:27a::1,1,Intermediate,1299.0,"TELIANET Telia Carrier, SE",win-b1-link.telia.net
2001:2000:3019:b9::1,1,Intermediate,1299.0,"TELIANET Telia Carrier, SE",win-bb3-v6.telia.net
2001:2000:3019:bf::1,3,Intermediate,1299.0,"TELIANET Telia Carrier, SE",prs-bb3-v6.telia.net
2001:2000:3019:74::1,2,Intermediate,1299.0,"TELIANET Telia Carrier, SE",ash-bb2-v6.telia.net
2001:2000:3018:df::1,2,Intermediate,1299.0,"TELIANET Telia Carrier, SE",atl-b24-v6.telia.net
2001:2000:3018:e0::1,2,Intermediate,1299.0,"TELIANET Telia Carrier, SE",dls-b23-v6.telia.net
2001:2000:3018:d4::1,1,Intermediate,1299.0,"TELIANET Telia Carrier, SE",mex-b1-v6.telia.net
2001:2000:3080:185d::2,1,Intermediate,1299.0,"TELIANET Telia Carrier, SE",anexia-ic-350451-mex-b1.c.telia.net
2803:ad80:0:aa3::a,1,Intermediate,42473.0,"AS-ANEXIA ANEXIA Internetdienstleistungs GmbH, AT",NA
80.81.195.64,1,Intermediate,,,ipv4.de-cix.fra.de.as32425.pixelfactorydc.com
208.73.136.156,1,Intermediate,32425.0,"SKB3-ARIN-BGP, US",sw-pxf-mmr-n3k1.pxfactorydc.net
208.73.136.45,1,Intermediate,32425.0,"SKB3-ARIN-BGP, US",sw-pxf-t1-mng.v986.xe.pxfactorydc.net
208.73.138.12,1,Intermediate,32425.0,"SKB3-ARIN-BGP, US",NA
184.164.253.1,0,dest,,,NA
2001:1900:5:2:2::1db5,1,Intermediate,3356.0,"LEVEL3, US",ge-5-1-0.edge6.Paris1.Level3.net
2001:1900::3:18c,1,Intermediate,3356.0,"LEVEL3, US",lo-0-v6.ear2.Paris1.Level3.net
2001:1900:5:2:2::336a,1,Intermediate,3356.0,"LEVEL3, US",ASTRIUM-SCE.ear1.Paris1.Level3.net
2a02:6600:2:f::24e,0,dest,5377.0,"MARLINK-EMEA, NO",NA
62.216.209.149,1,sender,8767.0,"MNET-AS Germany, DE",aftr-62-216-209-149.dynamic.mnet-online.de
192.168.22.1,1,Intermediate,,,NA
62.245.142.157,1,Intermediate,8767.0,"MNET-AS Germany, DE",host-62-245-142-157.customer.m-online.net
62.245.142.155,1,Intermediate,8767.0,"MNET-AS Germany, DE",host-62-245-142-155.customer.m-online.net
212.18.6.185,1,Intermediate,8767.0,"MNET-AS Germany, DE",ae0.rt-decix-2.m-online.net
213.198.77.233,1,Intermediate,2914.0,"NTT-COMMUNICATIONS-2914, US",ae-51.a01.frnkge13.de.bb.gin.ntt.net
129.250.4.98,1,Intermediate,2914.0,"NTT-COMMUNICATIONS-2914, US",ae-19.r20.frnkge13.de.bb.gin.ntt.net
129.250.3.195,1,Intermediate,2914.0,"NTT-COMMUNICATIONS-2914, US",ae-11.r00.buchro01.ro.bb.gin.ntt.net
83.217.231.42,1,Intermediate,2914.0,"NTT-COMMUNICATIONS-2914, US",NA
212.156.139.5,1,Intermediate,9121.0,"TTNET, TR",00-gayrettepe-xrs-t2-2---308-buk-col-1.statik.turktelekom.com.tr
81.212.208.56,1,Intermediate,9121.0,"TTNET, TR",00-fatih-t2-1---00-gayrettepe-xrs-t2-2.statik.turktelekom.com.tr
212.156.251.211,1,Intermediate,9121.0,"TTNET, TR",00-fatih-t3-5---00-fatih-t2-1.statik.turktelekom.com.tr
85.102.216.1,1,Intermediate,9121.0,"TTNET, TR",85.102.216.1.dynamic.ttnet.com.tr
195.66.226.161,1,Intermediate,,,linx.ix.geant.net
